date,trade_count,turnover,commission,trading_pnl,holding_pnl,total_pnl,net_pnl
2023-08-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-14,1,872640.0,218.16,-7089.489491237036,0.0,-7089.489491237036,-7307.649491237036
2023-08-15,1,865550.5105087629,216.38762762719074,8776.177546349936,-8776.177546349936,0.0,-216.38762762719074
2023-08-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18,1,870720.0,217.68,-7363.5338778245205,0.0,-7363.5338778245205,-7581.213877824521
2023-08-21,0,0.0,0.0,0.0,48817.48760157163,48817.48760157163,48817.48760157163
2023-08-22,0,0.0,0.0,0.0,-27425.554832343623,-27425.554832343623,-27425.554832343623
2023-08-23,0,0.0,0.0,0.0,2742.5554832343187,2742.5554832343187,2742.5554832343187
2023-08-24,0,0.0,0.0,0.0,-1645.533289940504,-1645.533289940504,-1645.533289940504
2023-08-25,1,885296.9099880503,221.3242274970126,-2194.044386587484,1645.533289940504,-548.5110966469801,-769.8353241439927
2023-08-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,1,849240.0,212.31,20424.343733614496,0.0,20424.343733614496,20212.033733614495
2023-09-04,0,0.0,0.0,0.0,-30716.621412224777,-30716.621412224777,-30716.621412224777
2023-09-05,0,0.0,0.0,0.0,4319.524886094205,4319.524886094205,4319.524886094205
2023-09-06,1,842800.0,210.70000000000002,-11026.085817936128,10558.838610452203,-467.2472074839243,-677.9472074839243
2023-09-07,1,854280.0,213.57,-16772.11930730822,0.0,-16772.11930730822,-16985.68930730822
2023-09-08,1,836920.0,209.23000000000002,26289.163043005028,-26877.043735696807,-587.8806926917787,-797.1106926917787
2023-09-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-12,1,839440.0,209.86,8626.719303143982,0.0,8626.719303143982,8416.859303143981
2023-09-13,0,0.0,0.0,0.0,-34556.199088752874,-34556.199088752874,-34556.199088752874
2023-09-14,1,816870.1506813532,204.2175376703383,-5759.366514792146,9118.996981754262,3359.6304669621168,3155.4129292917787
2023-09-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-20,1,824069.3588248433,206.01733970621083,-959.8944191319606,0.0,-959.8944191319606,-1165.9117588381714
2023-09-21,0,0.0,0.0,0.0,-15358.310706112388,-15358.310706112388,-15358.310706112388
2023-09-22,1,810150.8897474289,202.53772243685725,-25917.14931656472,28316.885364394748,2399.736047830029,2197.1983253931717
2023-09-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02,1,840250.436175926,210.0626090439815,-14912.645440086908,0.0,-14912.645440086908,-15122.70804913089
2023-11-03,1,853620.3941566936,213.4050985391734,8741.895602809473,-7199.208143490114,1542.6874593193588,1329.2823607801854
2023-11-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-24,1,778700.0,194.675,-6807.759243690298,0.0,-6807.759243690298,-7002.434243690298
2023-11-27,1,771446.5754902841,192.86164387257102,-6684.97899038377,6239.313724358217,-445.66526602555314,-638.5269098981241
2023-11-28,1,777685.8892146423,194.42147230366058,0.0,0.0,0.0,-194.42147230366058
2023-11-29,0,0.0,0.0,0.0,27185.581227560513,27185.581227560513,27185.581227560513
2023-11-30,0,0.0,0.0,0.0,-7576.309522434876,-7576.309522434876,-7576.309522434876
2023-12-01,0,0.0,0.0,0.0,57490.819317300135,57490.819317300135,57490.819317300135
2023-12-04,0,0.0,0.0,0.0,-13815.623246793093,-13815.623246793093,-13815.623246793093
2023-12-05,0,0.0,0.0,0.0,-14261.288512818646,-14261.288512818646,-14261.288512818646
2023-12-06,0,0.0,0.0,0.0,1782.6610641023308,1782.6610641023308,1782.6610641023308
2023-12-07,1,830720.0558716868,207.6800139679217,-15152.619044869753,17380.945374997755,2228.326330128002,2020.6463161600805
2023-12-08,1,845872.6749163002,211.46816872907507,-18655.83844426929,0.0,-18655.83844426929,-18867.306612998367
2023-12-11,1,830184.8107699829,207.5462026924957,24167.790711894275,-21199.81641394236,2967.974297951914,2760.4280952594186
2023-12-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02,1,797113.0971642329,199.2782742910582,0.0,0.0,0.0,-199.2782742910582
2024-01-03,1,797537.0934925118,199.38427337312794,-35615.69157542309,36039.68790370193,423.9963282788449,224.61205490571695
2024-01-04,1,833560.0,208.39000000000001,-23727.012987401777,0.0,-23727.012987401777,-23935.402987401776
2024-01-05,1,812800.9613105501,203.20024032763754,16111.860474596106,-13143.886176644191,2967.974297951914,2764.774057624277
2024-01-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-20,1,794080.0,198.52,23776.516823860402,0.0,23776.516823860402,23577.9968238604
2024-02-21,1,54989.06226754896,13.74726556688724,554.456736980037,8219.005748174659,8773.462485154696,8759.715219587808
2024-02-22,0,0.0,0.0,0.0,-11741.43678310661,-11741.43678310661,-11741.43678310661
2024-02-23,0,0.0,0.0,0.0,-978.4530652588728,-978.4530652588728,-978.4530652588728
2024-02-26,0,0.0,0.0,0.0,7338.397989441546,7338.397989441546,7338.397989441546
2024-02-27,0,0.0,0.0,0.0,-17612.15517465971,-17612.15517465971,-17612.15517465971
2024-02-28,1,837555.8238615998,209.38895596539996,-33756.63075143125,35713.536881948996,1956.9061305177456,1747.5171745523458
2024-02-29,1,803100.0,200.775,-1677.6461754273896,0.0,-1677.6461754273896,-1878.4211754273897
2024-03-01,0,0.0,0.0,0.0,-2935.3591957766184,-2935.3591957766184,-2935.3591957766184
2024-03-04,0,0.0,0.0,0.0,489.2265326294364,489.2265326294364,489.2265326294364
2024-03-05,0,0.0,0.0,0.0,5870.718391553237,5870.718391553237,5870.718391553237
2024-03-06,0,0.0,0.0,0.0,-2935.3591957766184,-2935.3591957766184,-2935.3591957766184
2024-03-07,0,0.0,0.0,0.0,13698.342913624356,13698.342913624356,13698.342913624356
2024-03-08,1,52660.0,13.165000000000001,-111.23531962883135,-978.4530652588728,-1089.6883848877042,-1102.8533848877041
2024-03-11,0,0.0,0.0,0.0,24004.715201017825,24004.715201017825,24004.715201017825
2024-03-12,1,51368.785926091114,12.842196481522778,-750.1473500318025,-13567.882504923182,-14318.029854954984,-14330.872051436507
2024-03-13,1,52160.0,13.040000000000001,-791.2140739088863,12752.504950540642,11961.290876631756,11948.250876631755
2024-03-14,1,51629.70674349348,12.90742668587337,391.3812261035582,2087.366539219074,2478.7477653226324,2465.840338636759
2024-03-15,0,0.0,0.0,0.0,-17742.615583361046,-17742.615583361046,-17742.615583361046
2024-03-18,1,889440.0,222.36,-38903.365472632366,38257.51485162208,-645.850621010286,-868.210621010286
2024-03-19,1,850536.6345273677,212.63415863184193,-10534.67800262053,0.0,-10534.67800262053,-10747.312161252372
2024-03-20,1,50651.2536782346,12.66281341955865,-554.4567369800279,9425.764528660475,8871.307791680447,8858.644978260889
2024-03-21,1,50060.0,12.515,-656.4838825851893,-9914.991061289911,-10571.4749438751,-10583.9899438751
2024-03-22,1,50455.563065182825,12.613890766295707,-521.8416348047322,13306.96168752067,12785.120052715938,12772.506161949643
2024-03-25,1,49900.0,12.475,1336.11286098434,21917.348661798897,23253.461522783236,23240.986522783238
2024-03-26,1,48661.73244554155,12.165433111385388,32.61510217529576,-1108.9134739600559,-1076.29837178476,-1088.4638048961456
2024-03-27,0,0.0,0.0,0.0,9980.221265640503,9980.221265640503,9980.221265640503
2024-03-28,0,0.0,0.0,0.0,11154.364943951314,11154.364943951314,11154.364943951314
2024-03-29,0,0.0,0.0,0.0,-9393.149426485179,-9393.149426485179,-9393.149426485179
2024-04-01,0,0.0,0.0,0.0,-9393.149426485343,-9393.149426485343,-9393.149426485343
2024-04-02,1,873720.0,218.43,-13659.755637446051,12915.580461417285,-744.1751760287661,-962.6051760287662
2024-04-03,1,861821.4598800199,215.45536497000498,1174.1436783106474,0.0,1174.1436783106474,958.6883133406424
2024-04-08,0,0.0,0.0,0.0,-52249.393684824136,-52249.393684824136,-52249.393684824136
2024-04-09,1,913680.0,228.42000000000002,13298.95289592143,-14082.243009388021,-783.2901134665917,-1011.7101134665918
2024-04-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-14,1,821464.175562766,205.36604389069151,-18368.14305606181,0.0,-18368.14305606181,-18573.509099952502
2024-05-15,1,803606.258702706,200.9015646756765,510.22619600166763,0.0,510.22619600166763,309.32463132599116
2024-05-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-20,1,779520.0,194.88,513.8084474265088,0.0,513.8084474265088,318.9284474265088
2024-05-21,0,0.0,0.0,0.0,9048.01120909713,9048.01120909713,9048.01120909713
2024-05-22,0,0.0,0.0,0.0,8095.588976560684,8095.588976560684,8095.588976560684
2024-05-23,0,0.0,0.0,0.0,-7143.166744024111,-7143.166744024111,-7143.166744024111
2024-05-24,0,0.0,0.0,0.0,27144.033627291392,27144.033627291392,27144.033627291392
2024-05-27,0,0.0,0.0,0.0,-3333.4778138778165,-3333.4778138778165,-3333.4778138778165
2024-05-28,0,0.0,0.0,0.0,-10000.433441633704,-10000.433441633704,-10000.433441633704
2024-05-29,1,803368.1531445718,200.84203828614295,-32858.56702251058,32382.355906242356,-476.2111162682231,-677.0531545543661
2024-05-30,1,836920.0,209.23000000000002,-21170.35783245319,0.0,-21170.35783245319,-21379.58783245319
2024-05-31,1,815080.0,203.77,8378.369041550322,-9048.01120909713,-669.6421675468082,-873.4121675468082
2024-06-03,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-04,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07,1,769600.0,192.4,-10349.405269710041,0.0,-10349.405269710041,-10541.805269710041
2024-06-11,0,0.0,0.0,0.0,-22109.801826741175,-22109.801826741175,-22109.801826741175
2024-06-12,1,736580.0,184.145,-118.59686701400278,-442.1960365347786,-560.7929035487814,-744.9379035487814
2024-06-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-03,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-04,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-08,1,778094.9489026201,194.52373722565503,15817.012076053334,0.0,15817.012076053334,15622.48833882768
2024-07-09,0,0.0,0.0,0.0,-4592.035764015554,-4592.035764015554,-4592.035764015554
2024-07-10,0,0.0,0.0,0.0,19898.821644067084,19898.821644067084,19898.821644067084
2024-07-11,1,50002.167208168365,12.500541802042092,170.07539866723164,-510.22619600180406,-340.1507973345724,-352.6513391366145
2024-07-12,0,0.0,0.0,0.0,-4353.930205881188,-4353.930205881188,-4353.930205881188
2024-07-15,0,0.0,0.0,0.0,9252.10168749778,9252.10168749778,9252.10168749778
2024-07-16,0,0.0,0.0,0.0,1088.4825514703698,1088.4825514703698,1088.4825514703698
2024-07-17,0,0.0,0.0,0.0,8163.61913602741,8163.61913602741,8163.61913602741
2024-07-18,0,0.0,0.0,0.0,-10884.825514703261,-10884.825514703261,-10884.825514703261
2024-07-19,1,789149.8498159905,197.28746245399765,-3809.6889301462215,8707.860411762667,4898.171481616446,4700.884019162449
2024-07-22,1,784640.0,196.16,7463.45825018303,0.0,7463.45825018303,7267.29825018303
2024-07-23,1,48540.0,12.135,714.7978947722913,11973.308066173631,12688.105960945923,12675.970960945922
2024-07-24,0,0.0,0.0,0.0,-12143.383464840772,-12143.383464840772,-12143.383464840772
2024-07-25,0,0.0,0.0,0.0,8673.845332029123,8673.845332029123,8673.845332029123
2024-07-26,0,0.0,0.0,0.0,12721.639820309483,12721.639820309483,12721.639820309483
2024-07-29,0,0.0,0.0,0.0,28334.56141796206,28334.56141796206,28334.56141796206
2024-07-30,1,92112.83591817683,23.028208979544207,544.2412757351485,-2891.2817773430925,-2347.040501607944,-2370.068710587488
2024-07-31,0,0.0,0.0,0.0,-18742.30893312965,-18742.30893312965,-18742.30893312965
2024-08-01,1,889580.0,222.395,-19032.06438186863,18096.022418194207,-936.0419636744227,-1158.4369636744227
2024-08-02,1,826566.4375227833,206.64160938069583,-12857.700139243334,0.0,-12857.700139243334,-13064.34174862403
2024-08-05,1,837587.3233564204,209.3968308391051,-9184.071528031,11020.885833637167,1836.8143056061672,1627.417474767062
2024-08-06,1,827640.0,206.91,10257.634005247746,0.0,10257.634005247746,10050.724005247746
2024-08-07,0,0.0,0.0,0.0,14082.243009647336,14082.243009647336,14082.243009647336
2024-08-08,1,44729.82984948395,11.182457462370987,612.2714352020648,9184.071528031,9796.342963233064,9785.160505770693
2024-08-09,0,0.0,0.0,0.0,-7109.1516642905935,-7109.1516642905935,-7109.1516642905935
2024-08-12,0,0.0,0.0,0.0,2585.1460597419555,2585.1460597419555,2585.1460597419555
2024-08-13,0,0.0,0.0,0.0,23912.601052613907,23912.601052613907,23912.601052613907
2024-08-14,0,0.0,0.0,0.0,16803.44938832314,16803.44938832314,16803.44938832314
2024-08-15,1,84493.4580578845,21.123364514471128,-136.06031893379622,-1938.8595448065098,-2074.919863740306,-2096.043228254777
2024-08-16,0,0.0,0.0,0.0,3571.5833720120554,3571.5833720120554,3571.5833720120554
2024-08-19,0,0.0,0.0,0.0,4285.90004641439,4285.90004641439,4285.90004641439
2024-08-20,0,0.0,0.0,0.0,-13815.724855119634,-13815.724855119634,-13815.724855119634
2024-08-21,1,895440.0,223.86,18470.199190978074,-19342.014797692682,-871.8156067146083,-1095.6756067146084
2024-08-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-23,1,872340.0,218.085,8166.410288802972,0.0,8166.410288802972,7948.325288802972
2024-08-26,1,41151.12331958081,10.287780829895203,65.78916597854914,1381.5724855495318,1447.361651528081,1437.0738706981858
2024-08-27,0,0.0,0.0,0.0,-11578.893212224048,-11578.893212224048,-11578.893212224048
2024-08-28,1,41447.17456648426,10.361793641621066,-263.15666391418745,9407.850734932126,9144.694071017939,9134.332277376318
2024-08-29,0,0.0,0.0,0.0,-6217.076184972702,-6217.076184972702,-6217.076184972702
2024-08-30,1,871081.4521389443,217.77036303473608,2072.3587283242978,-2072.3587283242978,0.0,-217.77036303473608
2024-09-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03,1,892758.9823288753,223.18974558221885,27993.290123871506,0.0,27993.290123871506,27770.100378289288
2024-09-04,1,37664.29752271784,9.41607438067946,690.7862427747341,14374.932766312359,15065.719009087094,15056.302934706415
2024-09-05,1,37302.45710983584,9.32561427745896,263.15666391418745,-1578.9399834850701,-1315.7833195708827,-1325.1089338483416
2024-09-06,0,0.0,0.0,0.0,2467.093724195479,2467.093724195479,2467.093724195479
2024-09-09,0,0.0,0.0,0.0,4111.822873659207,4111.822873659207,4111.822873659207
2024-09-10,0,0.0,0.0,0.0,26315.66639141852,26315.66639141852,26315.66639141852
2024-09-11,1,71360.0,17.84,-284.4017506370892,-2467.093724195479,-2751.495474832568,-2769.3354748325683
2024-09-12,1,35860.0,8.965,-1386.477027241658,36414.303369125475,35027.82634188382,35018.86134188382
2024-09-13,1,68947.04594551669,17.236761486379173,1776.307481420754,23091.9972584698,24868.304739890555,24851.067978404175
2024-09-18,1,67080.0,16.77,-682.8409579028448,-8289.43491329681,-8972.275871199654,-8989.045871199654
2024-09-19,1,33881.42047895142,8.470355119737855,1282.8887365816581,-38486.66209744974,-37203.77336086809,-37212.243715987825
2024-09-20,1,1016903.1385303925,254.22578463259813,-26710.401387289894,29572.23010735665,2861.8287200667546,2607.6029354341563
2024-09-23,1,954800.0,238.70000000000002,-23353.319769028694,0.0,-23353.319769028694,-23592.019769028695
2024-09-24,1,979440.0,244.86,47528.88092511012,-48815.56115608142,-1286.680230971302,-1531.5402309713022
2024-09-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30,1,945000.0,236.25,686.3663586159691,0.0,686.3663586159691,450.11635861596915
2024-10-31,1,951903.4425435887,237.9758606358972,14506.511098269511,-8289.43491329681,6217.076184972702,5979.100324336805
2024-11-01,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06,1,958860.0,239.715,-3502.62624253769,0.0,-3502.62624253769,-3742.34124253769
2024-11-07,0,0.0,0.0,0.0,1381.5724855495318,1381.5724855495318,1381.5724855495318
2024-11-08,0,0.0,0.0,0.0,-22105.159768791746,-22105.159768791746,-22105.159768791746
2024-11-11,1,933660.0,233.415,17677.44208069782,-18651.228554917914,-973.7864742200945,-1207.2014742200945
2024-11-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-18,0,0.0,0.0,0.0,0.0,0.0,0.0
