date,trade_count,turnover,commission,trading_pnl,holding_pnl,total_pnl,net_pnl
2023-08-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-22,1,846935.4151663098,211.73385379157745,-17483.791205619083,0.0,-17483.791205619083,-17695.525059410662
2023-08-23,1,833051.2280324359,208.26280700810898,1028.4583062129514,2571.1457655321738,3599.604071745125,3391.341264737016
2023-08-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-04,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-20,1,882931.4558837607,220.73286397094017,-1028.458306212815,0.0,-1028.458306212815,-1249.191170183755
2023-09-21,0,0.0,0.0,0.0,-16455.33289940613,-16455.33289940613,-16455.33289940613
2023-09-22,1,868018.8104436739,217.00470261091846,-27768.374267747913,30339.52003328009,2571.1457655321756,2354.141062921257
2023-09-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,1,833560.0,208.39000000000001,-23727.012987401777,0.0,-23727.012987401777,-23935.402987401776
2024-01-05,1,812800.9613105501,203.20024032763754,16111.860474596106,-13143.886176644191,2967.974297951914,2764.774057624277
2024-01-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-26,1,828600.0,207.15,6699.4251825422,0.0,6699.4251825422,6492.2751825422
2024-02-27,0,0.0,0.0,0.0,-17612.15517465971,-17612.15517465971,-17612.15517465971
2024-02-28,1,837555.8238615998,209.38895596539996,-33756.63075143125,35713.536881948996,1956.9061305177456,1747.5171745523458
2024-02-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,1,821900.5748174578,205.47514370436446,-12002.35760050884,0.0,-12002.35760050884,-12207.832744213205
2024-03-13,1,834560.0,208.64000000000001,-12659.425182542182,12002.35760050884,-657.0675820333418,-865.7075820333417
2024-03-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,1,800505.0677904637,200.12626694761593,-9914.991061289911,0.0,-9914.991061289911,-10115.117328237528
2024-03-20,1,810420.0588517536,202.6050147129384,-8871.307791680447,8871.307791680447,0.0,-202.6050147129384
2024-03-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,1,778587.7191286648,194.6469297821662,521.8416348047322,0.0,521.8416348047322,327.1947050225659
2024-03-27,0,0.0,0.0,0.0,8871.307791680447,8871.307791680447,8871.307791680447
2024-03-28,1,767107.2031629605,191.7768007907401,-7827.6245220709825,9914.991061290057,2087.366539219074,1895.5897384283342
2024-03-29,1,809506.8359908452,202.37670899771132,-6099.024106780307,0.0,-6099.024106780307,-6301.400815778018
2024-04-01,1,812279.1196757454,203.06977991893635,12198.048213560769,-8871.307791680601,3326.7404218801676,3123.670641961231
2024-04-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,1,813942.4898866855,203.48562247167138,1108.9134739600559,0.0,1108.9134739600559,905.4278514883845
2024-04-08,0,0.0,0.0,0.0,-49346.6495912228,-49346.6495912228,-49346.6495912228
2024-04-09,1,862920.0,215.73000000000002,12560.12217948135,-13299.896175533131,-739.7739960517811,-955.5039960517811
2024-04-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-20,1,779520.0,194.88,513.8084474265088,0.0,513.8084474265088,318.9284474265088
2024-05-21,0,0.0,0.0,0.0,9048.01120909713,9048.01120909713,9048.01120909713
2024-05-22,1,791939.0863541333,197.98477158853333,-5238.322278950964,8095.588976560684,2857.2666976097207,2659.2819260211872
2024-05-23,1,738467.3810131532,184.61684525328832,-4864.156401883038,0.0,-4864.156401883038,-5048.773247136326
2024-05-24,1,738025.1849766185,184.50629624415464,-20783.213717136605,25205.174082484864,4421.960365348259,4237.454069104105
2024-05-27,1,759200.0,189.8,-3486.973561988625,0.0,-3486.973561988625,-3676.7735619886253
2024-05-28,1,755300.0,188.82500000000002,8873.090329219922,-9286.116767231297,-413.0264380113749,-601.851438011375
2024-05-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-30,1,777140.0,194.285,-19658.189415849392,0.0,-19658.189415849392,-19852.474415849392
2024-05-31,1,756860.0,189.215,7779.914110011014,-8401.724694161621,-621.8105841506076,-811.0255841506076
2024-06-03,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-04,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-03,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-04,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-31,1,732548.7571395334,183.13718928488336,-15782.996996319707,0.0,-15782.996996319707,-15966.134185604591
2024-08-01,1,749120.0,187.28,-16027.001584731479,15238.755720584595,-788.2458641468838,-975.5258641468838
2024-08-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-16,1,721085.6752693615,180.27141881734036,4626.050843748917,0.0,4626.050843748917,4445.779424931577
2024-08-19,1,42144.68378974191,10.536170947435478,204.09047840068524,3469.538132811649,3673.6286112123344,3663.092440264899
2024-08-20,0,0.0,0.0,0.0,-11842.049875816829,-11842.049875816829,-11842.049875816829
2024-08-21,1,767520.0,191.88,15831.599306552635,-16578.869826593727,-747.2705200410928,-939.1505200410928
2024-08-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03,1,737496.5506195057,184.37413765487642,23124.89184145907,0.0,23124.89184145907,22940.517703804195
2024-09-04,1,37664.29752271784,9.41607438067946,690.7862427747341,11874.9444591276,12565.730701902336,12556.314627521657
2024-09-05,1,37302.45710983584,9.32561427745896,263.15666391418745,-1315.7833195708918,-1052.6266556567043,-1061.9522699341633
2024-09-06,0,0.0,0.0,0.0,2072.3587283242023,2072.3587283242023,2072.3587283242023
2024-09-09,0,0.0,0.0,0.0,3453.931213873734,3453.931213873734,3453.931213873734
2024-09-10,0,0.0,0.0,0.0,22105.159768791556,22105.159768791556,22105.159768791556
2024-09-11,1,35680.0,8.92,-142.2008753185446,-2072.3587283242023,-2214.559603642747,-2223.479603642747
2024-09-12,0,0.0,0.0,0.0,29670.91385632446,29670.91385632446,29670.91385632446
2024-09-13,1,68947.04594551669,17.236761486379173,1776.307481420754,19539.382295628293,21315.689777049047,21298.453015562667
2024-09-18,1,33540.0,8.385,-341.4204789514224,-7105.229925682979,-7446.650404634402,-7455.035404634402
2024-09-19,0,0.0,0.0,0.0,-32072.218414541454,-32072.218414541454,-32072.218414541454
2024-09-20,1,876640.6366641315,219.16015916603288,-23026.208092491288,25493.301816686766,2467.093724195478,2247.933565029445
2024-09-23,1,818400.0,204.6,-20017.131230596024,0.0,-20017.131230596024,-20221.731230596022
2024-09-24,1,839520.0,209.88,40739.04079295153,-41841.909562355504,-1102.8687694039763,-1312.7487694039764
2024-09-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-29,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-11,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-12,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-13,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-25,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-26,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-27,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30,1,774588.156939743,193.64703923493573,-4638.252436764924,0.0,-4638.252436764924,-4831.8994759998595
2024-12-31,1,779226.4093765079,194.80660234412696,-9856.286428125532,9856.286428125532,0.0,-194.80660234412696
2025-01-02,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,1,762412.7442932349,190.60318607330873,-27249.73306599395,0.0,-27249.73306599395,-27440.33625206726
2025-01-14,1,788502.9142500377,197.12572856250944,17973.228192464103,-16813.665083272917,1159.5631091911855,962.437380628676
2025-01-15,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-16,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-17,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-23,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-24,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-27,0,0.0,0.0,0.0,0.0,0.0,0.0
